Entry	Interacts with	Cross-reference (STRING)
P38300		4932.YBR185C;
P40495		4932.YIL094C;
P15807		4932.YBR213W;
Q08550	Q07732; P32336; Q12411	4932.YOR177C;
Q07349		4932.YDL027C;
P21339	P40073	4932.YOR188W;
P43563	P53894	4932.YFL034C-B;
P0CX81		
Q02197	Q03503	4932.YEL053C;
P40959	Itself	4932.YMR004W;
P25580		4932.YCL052C;
P38969		4932.YOR266W;
Q12008		4932.YDL021W;
P11491		4932.YDR481C;
P38797	P24280	4932.YHR076W;
P32598	P53858; P27637; P39732; P41818; Q12276; P43638; P42073; Q00816; P34758; P36047; Q00416; P50278; P36104; P43587	4932.YER133W;
P07250		4932.YDR173C;
Q07959		4932.YLR023C;
P06245	P07278	4932.YPL203W;
P53905	P38203; P25644	4932.YNL147W;
P34162	P32585	4932.YHR041C;
P29467	P33323; P21651; P32841	4932.YER044C-A;
P18409	Q92328; P14693; P53969	4932.YAL010C;
P32419		4932.YDL078C;
P33310		4932.YLR188W;
P49367	P39940	4932.YDR234W;
P38760		4932.YHR015W;
Q03104		4932.YML128C;
Q06106	P53254	4932.YPR112C;
P20967	P19262	4932.YIL125W;
P53935	P53829	4932.YNL091W;
P46988		4932.YJL179W;
P38921		4932.YNL003C;
P33298	P50086; P32628; P43588; P32496; Q04062; P33299; Itself; P53549; P33297; Q01939	4932.YDR394W;
P43606		4932.YFR029W;
P28737	Q12421	4932.YGR028W;
P24583	P06786	4932.YBL105C;
P47145		4932.YJR107W;
P32875		4932.YOR196C;
P32354	P30665; P53091; P15873	4932.YIL150C;
Q01846		4932.YML104C;
Q9ZZW7		4932.Q0115;
P34072	P35169	4932.YNL076W;
P37293		4932.YGR147C;
P33767	P53622; Q99380; P52870; P32915; P35179; P39007; Q02795	4932.YEL002C;
P22434		4932.YGL248W;
Q06608		4932.YPR172W;
P13259		4932.YGR202C;
P32480	P32479	4932.YOR038C;
P09950		4932.YDR232W;
Q04432		4932.YDR533C;
Q05787	P25694; P38307; Q08109; P00729; P32915; Q99220	4932.YLR207W;
Q02888	P00830; P40576	4932.YPL099C;
P26364		4932.YER170W;
Q04213		4932.YMR044W;
Q07821		4932.YLL027W;
Q08979		4932.YPL263C;
Q06346	P36107	4932.YDR367W;
Q12342	P38822	4932.YDL146W;
P41318	Q08236; Q04749; P38873; P35169; P32600; P40061	4932.YNL006W;
P53281	Q12168; P40563; P38266; P53933; Q04322; P39940	4932.YGR136W;
P38295		4932.YBR177C;
P29496	P25651; P24279; Q12306	4932.YLR274W;
P0CX09		
P33311		4932.YPL270W;
P40957	P41695; P26449; P40958	4932.YGL086W;
Q96VH5		4932.YCL057C-A;
P36112	P43594	4932.YKR016W;
P32047		4932.YNL074C;
Q06833	P47068; P39743	4932.YPR091C;
P25366	P38738	4932.YCR095C;
Q12166	P06208	4932.YOR108W;
Q12446	P60010; P38328; P38822; Q05080; P43603; P25369; P36006; Q04439; P80667; Q06449; P39743; P40073; P32790; P37370; P32793	4932.YOR181W;
Q02796		4932.YPL055C;
P39678	P09959	4932.YDL056W;
P40971		4932.YDR034C;
P53379		4932.YDR144C;
P24720		4932.YOR350C;
P41821		4932.YNL291C;
P53045	P10614; Q12452; P40030; P32353	4932.YGR060W;
P53320		4932.YGR257C;
P36084	Q12186	4932.YKL074C;
P40460	P53267; P54199; Itself; P33895; P53148; Q04477; P40014	4932.YIL144W;
Q06504		4932.YPR131C;
P38626		4932.YIL043C;
Q12181	P36152	4932.YPR048W;
Q08214	P38920	4932.YOL043C;
P53145	P38344; Q12522; Q02256	4932.YGL099W;
P39946	P38853; P47149; Itself	4932.YOR269W;
P40070	P39517; P47017; P38203; P57743; Q06406; P47093; P25644; Q06217; P22147	4932.YER112W;
Q08179		4932.YOL027C;
P38162		4932.YBL107C;
P21826		4932.YIR031C;
P32333	P13393	4932.YPL082C;
P53214		4932.YGR023W;
Q06489		4932.YPR118W;
Q08962	Q08287; P25359	4932.YPL211W;
P36059		4932.YKL151C;
P40559	P36115; P47030	4932.YIL002C;
P34239		4932.YKL176C;
Q3E827		4932.YJR005C-A;
P24719		4932.YOR351C;
P38112	Q12389; Q03532; P43586; Q08208; P37838; P40693; P38805	4932.YBR142W;
P32491	Q00772	4932.YPL140C;
P40573	P32389	4932.YIR017C;
P38994		4932.YDR208W;
P38742	P39923	4932.YHL023C;
P40007		4932.YER002W;
P38769		4932.YHR035W;
P04147	P53849; P36102; P39935; P39936	4932.YER165W;
Q05568	Q04370; P80667; P32800	4932.YDR265W;
P0CE85		4932.YMR325W;
Q12265	P25377; P32895; P38063	4932.YOL061W;
P53206		4932.YGR012W;
Q12106		4932.YOR228C;
Q12343	Q08278; P47822	4932.YOR174W;
P47164		4932.YJR130C;
Q12372		4932.YLL061W;
P43638	P32598	4932.YJL042W;
P36157		4932.YKR077W;
Q12117		4932.YDR033W;
P39552	P53176	4932.YAR033W;
P53944	P30775	4932.YNL063W;
P0CY08	P11746	
P0CX80		4932.YHR055C;
Q06389	P53112; P39104	4932.YDR373W;
P40447		4932.YIL164C;
P06102	P53829; P06100; P25655	4932.YIL038C;
P36010		4932.YKL067W;
P32336	Q08550; Q12411	4932.YOR373W;
P53915		4932.YNL129W;
Q06668		4932.YDR316W;
P52593		4932.YML103C;
P16547		4932.YIL136W;
P38738	P25366	4932.YHL029C;
Q12375		4932.YOR130C;
Q12461	P23594	4932.YPL152W;
Q08970		4932.YPL224C;
Q06164	Q01454; Q06211; P47050; P38850	4932.YLR320W;
P38920	P39875; Q07980; Q12083; Q08214; P14242	4932.YMR167W;
P54199	P29366; P40460; P32790	4932.YDL028C;
P25846		4932.YHR120W;
P53604	P30619	4932.YNR049C;
P23500		4932.YKR052C;
P40096	Q92317	4932.YER159C;
P25382	Q12019; P40078	4932.YCR072C;
P06100	P25655; P34909; P06102; Q12514	4932.YDL165W;
P25374	Q6Q560; Q03020	4932.YCL017C;
Q01560	P40507; P25555; P38074; Itself; P04456; P39940	4932.YDR432W;
Q99207	Q06287; P38333; P47083; Q06512; Q12136; P53254	4932.YDL148C;
Q12311		4932.YPR031W;
P06738	P33203; P39940	4932.YPR160W;
Q03289		4932.YDR459C;
Q05905		4932.YLR301W;
P38274	P32944	4932.YBR133C;
Q99181	Q02554; P47093	4932.YOR319W;
P32481	Q05791; P20459; P09064; P38431; Q9P7N5	4932.YER025W;
P09064	P32481	4932.YPL237W;
P33417		4932.YKL032C;
P00724		4932.YIL162W;
Q08522		4932.YOR135C;
Q03036		4932.YDR540C;
Q12271		4932.YOR109W;
P22517		4932.YOL016C;
P50090	P38853	4932.YGR238C;
P39518		4932.YER015W;
P07866	P38853; P01120	4932.YAL024C;
P32585	P38304; P34162	4932.YGR104C;
Q12176	Q12389; Q03532; P43586; Itself; P39744; Q02892; P53742; P37838; P40693; P36160; Q12754; Q06511; Q05022	4932.YDR060W;
Q08176		4932.YOL026C;
Q12083	P38920	4932.YPL164C;
Q12525		4932.YLL062C;
Q04341		4932.YDR031W;
P47123	P32836	4932.YJR074W;
Q12411	Q07732; Q08550; P32336	4932.YOL091W;
P32770		4932.YDL167C;
P38340		4932.YBR261C;
Q05637		4932.YDR281C;
P32259	P53114	4932.YNL236W;
P36060	P39940	4932.YKL150W;
O60200	Q05776; P35200; Q04006	4932.YKL053C-A;
P53885		4932.YNL173C;
P53114	Q12321; P32259	4932.YGL151W;
P53159	Q12365; P47069; P52919; Q04477	4932.YGL075C;
P0CE00		4932.YJR160C;
Q05648		4932.YDR282C;
Q07938		4932.YLR017W;
P47095		4932.YJR024C;
P40029		4932.YER042W;
Q12093		4932.YDL033C;
P08964	P53141; Q06580	4932.YHR023W;
Q04121		4932.YDR456W;
P25353		4932.YCR026C;
P32499	Q06142; P39705; Q02821	4932.YLR335W;
P21375		4932.YJR051W;
P38151		4932.YBR233W;
P25297		4932.YML123C;
P38852		4932.YHR156C;
P40079		4932.YER127W;
P36032		4932.YKL221W;
P17505	P10592	4932.YKL085W;
P40065	P25651; P29295	4932.YER106W;
Q06390		4932.YDR374C;
P32335	P40452; Q3E7B2; P39103	4932.YLR203C;
P35198	P02829	4932.YDR277C;
P48240	P53859; Q12277; P46948	4932.YGR158C;
P27929		4932.YNL137C;
P12945	P07347	4932.YDL040C;
Q12493	Q06162	4932.YDR383C;
P53253	P32908; P32618	4932.YGR089W;
Q08972		4932.YPL226W;
P38830		4932.YHR124W;
P39952		4932.YER154W;
Q08202		4932.YOL032W;
P36161	P35729	4932.YKR082W;
P43575		4932.YFL020C;
P39545		4932.YAR020C;
Q12367		4932.YLR137W;
P36105		4932.YKL006W;
P05744		4932.YPL143W;
P40693	P38779; P32892; Q03532; Q12176; P38112; P39744; Q02892	4932.YNL002C;
Q12487		4932.YOR150W;
P53724		4932.YNR022C;
P10622	P05317; P05319	4932.YDL130W;
Q02933		4932.YPL123C;
P20435		4932.YPR187W;
Q02773		4932.YML091C;
Q12377	Q12250; Q08723; Q04062	4932.YDL097C;
Q3E792		4932.YGR027C;
P23561	P16892; P14681; P32490; P40073; Itself; P32917; P25344	4932.YLR362W;
P32917	P11710; P16892; P23561; P18851; P06784; Q6FPF2; Q5A1D3; Q6CNR3; C8V7D1	4932.YDR103W;
Q12109		4932.YOL097C;
Q03897	Q04491	4932.YDR128W;
P25601		
Q12217		
P38267		4932.YBR113W;
P0CX57		4932.YPR137C-A;
P34238		4932.YKL177W;
P36158		4932.YKR078W;
P38184		
A0A023PZE4		
P53925		4932.YNL115C;
Q07811		
P47003		
P47091		
P38833		4932.YHR127W;
Q3E746		4932.YHR086W-A;
P40049		4932.YER076C;
P36098		4932.YKL031W;
Q04897		4932.YMR320W;
P0CX69		
P0C5Q8		
P47162		4932.YJR128W;
Q3E842		4932.YMR122W-A;
P53093	P07560; P53845; Itself; P53108; P01123; P38146; P48559; P38555; P51996; P38815; P36018; Q99260; P32939	4932.YGL198W;
P53921		4932.YNL122C;
Q12470		4932.YNL054W-A;
A0A023PXF5		
Q3E760		
Q8TGR2		
P47101		4932.YJR030C;
Q02598		4932.YIL014C-A;
Q8TGU0		
Q3E769		4932.YOL159C-A;
Q99296		4932.YLR149C;
Q12485		
Q12138		4932.YLR125W;
Q06146		4932.YLR257W;
Q12113		
P53316	P40561	4932.YGR250C;
Q05530		4932.YDR286C;
Q12257		4932.YDL177C;
P53342		
P0C5R1		
Q8TGM1		
A5Z2X5		4932.YPR010C-A;
P0CX94		
Q03483		
Q12152		4932.YPL150W;
Q06537		4932.YPR153W;
Q02826		
Q12414		
P0CY04		
P40021	Q04439	4932.YER033C;
Q03290		4932.YDR460W;
Q01852	P42949; P0CS90; P39515; P32897	4932.YIL022W;
P27796	P50091; P39108	4932.YIL160C;
P00927		4932.YER086W;
P13099	Q02685; P35187	4932.YLR234W;
P38334	P36149; Q03660; Q03337; P46944	4932.YBR254C;
P53950	Q06708	4932.YNL054W;
P32366	P37296; P17255; P41807; P31412; P39111; P32610; P32563	4932.YLR447C;
P38959	P20795	4932.YDR080W;
P47075	Q06449	4932.YJL012C;
P38932	P32609; Q03322; Q08144	4932.YGL095C;
Q12071	P38116; P36116; P39904; P47061	4932.YDR027C;
P34761		4932.YNL197C;
Q04272	P39929; P47142; P52917	4932.YMR077C;
Q06385		4932.YDR372C;
P25614		4932.YCR013C;
Q3E741		
P32386		4932.YLL048C;
P39563		4932.YAR064W;
Q96VH1		4932.YCR018C-A;
P38749		
P0C2I4		
A0A023PZH5		4932.YMR290W-A;
P36140	P39940	
P36151		4932.YKR070W;
Q04018		4932.YMR244W;
A0A023PXL7		4932.YHR056W-A;
Q8TGT3		
P53977		
Q04978		4932.YML053C;
P40898		4932.YJL211C;
P47098		4932.YJR027W;
P47173		4932.YJR142W;
Q8TGN2		
P40445		4932.YIL166C;
P40449		4932.YIL161W;
P42840		4932.YNL320W;
Q3E786		
Q08909		4932.YOR385W;
P53245		4932.YGR069W;
P53293		4932.YGR168C;
Q12141		
Q3E795		
Q12082		4932.YDL157C;
Q05497		4932.YDR338C;
P87273		
Q99345		4932.YOL085C;
Q12249		4932.YOR218C;
P0C5M1		
P0C5E0		4932.YDR193W;
O13517		4932.YPL102C;
Q08428		4932.YOR053W;
Q08964		4932.YPL216W;
Q02873		4932.YPL107W;
Q99326		4932.YOR338W;
P43562		4932.YFL040W;
Q04069		4932.YDR431W;
Q06681		4932.YDR326C;
P0CL31		
Q06216		4932.YLR273C;
P53184		4932.YGL037C;
Q12017		4932.YOR281C;
Q03770		4932.YDR160W;
P53599	Q00772; Q07084	4932.YNR031C;
Q06524		4932.YPR151C;
Q12254		4932.YPL163C;
P36057	P32916; Itself	4932.YKL154W;
P25302	Itself; P09959	4932.YER111C;
P48231		4932.YNL087W;
Q04120		4932.YDR453C;
Q06682	P25694	4932.YDR330W;
P06785		4932.YOR074C;
P32610	P47104; P32366; P39111	4932.YEL051W;
P25650		
Q8TGR8		
P38109		4932.YBR139W;
Q3E821		
Q3E7A7		
Q07927		4932.YLR012C;
P0C5P2		
Q8TGM8		
P40052		4932.YER079W;
Q8TGK1		4932.YHR213W-B;
P0C5Q2		
Q8TGJ2		
P40058		4932.YER085C;
P38087		4932.YBR104W;
P40575		4932.YIR020C;
P0CF18		4932.YMR085W;
A0A023PZD0		4932.YFR036W-A;
P53210		4932.YGR017W;
Q8TGL3		
P53227		4932.YGR042W;
P53278		4932.YGR130C;
P38776		4932.YHR048W;
Q03787		4932.YDR249C;
A0A023PZF5		
P0C5L7		
P87266		
P87267		4932.YDR417C;
Q04203		
P40583		4932.YIR039C;
P38228		4932.YBR044C;
P53215	Itself	4932.YGR024C;
P16120		4932.YCR053W;
P41338		4932.YPL028W;
P09880		4932.YJL087C;
P53147		4932.YGL096W;
P54860	P25694; P32628; P34223; P33202	4932.YDL190C;
Q08960		4932.YPL207W;
Q06708	P43601; P34756; P42837; Itself; P53950	4932.YLR386W;
P53142		4932.YGL104C;
P42945	P47083; Q02931; Q06512; Q05022; Q06679; P40055; P53276	4932.YJL109C;
P47142	Q12483; Q04272; Q06696	4932.YJR102C;
O13588		4932.YAL069W;
Q8TGQ2		
P39549		4932.YAR029W;
P39728		
P38746		4932.YHL014C;
P0C5N8		
Q8TGS8		
P0CL33		
Q99208		
Q04019		4932.YMR245W;
P40095	P38041; P39969	4932.YER158C;
P36089		4932.YKL066W;
P39529		4932.YJL206C;
Q12174		4932.YLR123C;
P47172		4932.YJR141W;
Q12088		
P47062		
Q06188		4932.YLR455W;
P53752		4932.YNR066C;
P38727		4932.YHL044W;
Q08634		
P43625		4932.YFR057W;
P0CX59		
P0CX70		4932.YPL257W-A;
P43580		4932.YFL012W;
O13566		
Q12402	Q99287; P03588	4932.YPR028W;
P0CD97		4932.YER039C-A;
P50091	P39108; P27796	4932.YGR239C;
Q02969		4932.YPL112C;
P41903		4932.YJR019C;
P40474		4932.YIL121W;
P54000	P25299	4932.YMR039C;
Q06563		4932.YLR251W;
Q05998		4932.YLR237W;
P53507		4932.YNL070W;
P50101		4932.YMR304W;
Q12229	P25694; Q08232	4932.YDL091C;
P33296	P39940	4932.YER100W;
Q03785	Q00684	4932.YDR247W;
Q08924		4932.YPL183C;
O13513		
P40057		4932.YER084W;
Q6B0Z2		4932.YML101C-A;
Q03099		4932.YML133C;
Q12259		4932.YLR108C;
P0CX89		
P53144		4932.YGL101W;
Q05451		
Q04336		4932.YMR196W;
P40891		
P53821		4932.YNL337W;
P53828		4932.YNL296W;
P47099		4932.YJR028W;
P53723		4932.YNR021W;
P47043		4932.YJL056C;
P22438		4932.YGR171C;
Q3E7C1	Q02939	4932.YDR079C-A;
Q07748	P39940	4932.YDL244W;
P18412	P13574	4932.YBR083W;
Q04183		4932.YDR407C;
Q99394	P36149; P15303	4932.YOR115C;
Q03327	P38297; P32266	4932.YDR470C;
P40061	P41318; P32600	4932.YER093C;
Q12489		4932.YDL012C;
Q12281		
Q07790		4932.YDR053W;
Q8TGQ4		
P38303		4932.YBR190W;
Q3E830		4932.YCR075W-A;
Q8TGK7		4932.YAL068W-A;
P47094		4932.YJR023C;
P0CD98		4932.YLL053C;
P53113		4932.YGL152C;
Q12155		4932.YLR050C;
Q03508		4932.YMR265C;
P47009		4932.YJL144W;
P53122		4932.YGL138C;
P39541		
P38867		4932.YHR177W;
A0A023PXH6		
P47147		4932.YJR110W;
P0C5N5		
A0A023PYJ0		4932.YML009C-A;
P36065		
P38864		4932.YHR173C;
Q12130		4932.YLR112W;
Q03722		4932.YML020W;
Q3E802		
P53175		4932.YGL052W;
P0CX96		
A0A023PXI8		
Q00590		
P53212		4932.YGR021W;
P0CX64		
Q03494		4932.YDR210W-B;
P53321		4932.YGR259C;
Q04923		4932.YDR220C;
Q3E6R4		4932.YDR524C-B;
Q02896		4932.YPL087W;
Q07649		
Q08786		4932.YOR331C;
Q08540		4932.YOR169C;
Q12012		4932.YOR289W;
A0A023PXJ7		
Q12523		4932.YPL247C;
P36036		4932.YKL214C;
Q06107		4932.YPR114W;
A0A023PZE8		4932.YDR157W;
O13568		
O13570		
P12688	P53739	4932.YKL126W;
P46951	P37297	4932.YGR198W;
Q12010		4932.YOL092W;
Q6B0V7		
P54786	P38041; P32790	4932.YML109W;
Q03750	Q12030	4932.YML114C;
P53904		4932.YNL148C;
Q04305	Q04177; P53276; P38882	4932.YMR093W;
Q08224		4932.YOL055C;
P06786	P24583; Itself	4932.YNL088W;
P41814	P46959	4932.YNL062C;
Q03796		4932.YMR156C;
Q04006	O60200	4932.YDR185C;
Q02724		4932.YPL020C;
P39111	P41807; P32366; P32610; P32563	4932.YGR020C;
P40547	P53076	4932.YIL017C;
O13584		4932.YPR087W;
P36116	Q03322; P39904; Q12071	4932.YKR020W;
P38354		4932.YBR285W;
P38318		4932.YBR220C;
P38350		4932.YBR277C;
Q12269		
O13560		4932.YLR444C;
Q08411		4932.YOR041C;
Q3E810		4932.YLR342W-A;
P0C2J6		
Q06689		4932.YLR413W;
Q8TGR5		
Q8TGP4		
Q07589		4932.YDL144C;
Q05881		4932.YLR287C;
Q08741		4932.YOR282W;
Q12293		4932.YOR343W-A;
P0C5R6		
Q08980		4932.YPL264C;
P39992		4932.YEL023C;
Q12492		4932.YPR064W;
P39991		4932.YEL025C;
Q06523		
P32329		4932.YLR120C;
Q8TGK8		
P0C2J1		4932.YPR158C-D;
P38070		4932.YBR028C;
P40045		4932.YER071C;
P42938		4932.YGR205W;
P29509	P53879; P38816	4932.YDR353W;
P48412	P38798	4932.YGR072W;
P28274		4932.YBL039C;
P28263		4932.YEL012W;
P22147	P40070	4932.YGL173C;
Q03433	Q12509; P35817; Q12692	4932.YML041C;
P22219	P08539; P22543	4932.YBR097W;
P38739		4932.YHL028W;
P38838		4932.YHR134W;
P25620		4932.YCR022C;
Q12298		4932.YDR061W;
Q12103		4932.YDL109C;
Q99231		
P38240		
P38243		4932.YBR071W;
Q3E776		4932.YBR255C-A;
Q6Q572		4932.YMR031W-A;
P32859		4932.YKL036C;
A0A023PYG1		
P40896		4932.YJL213W;
A0A023PYH0		
P53116		
P0C5Q4		
P28320		4932.YKL095W;
P53922		
Q3E758		4932.YHL048C-A;
Q6B0Y1		4932.YML009W-B;
P38808		4932.YHR095W;
A0A023PXK7		
P40560	Q08273	4932.YIL001W;
Q8TGU2		
P28625		4932.YMR152W;
Q08844		4932.YOR365C;
A0A023PYI2		
P0C5N2		
Q03629		4932.YML079W;
Q8TGT7		
Q3E744		4932.YGR161W-C;
P0C2J3		4932.YLR410W-B;
P38765		4932.YHR029C;
Q08321		4932.YOL160W;
Q92392		
P53856		
P0CF20		4932.YOL163W;
A0A023PXD5		
Q12135		4932.YDL172C;
Q8TGR7		4932.YDR510C-A;
P34161		4932.YML027W;
P0C5R9		4932.YPR170W-B;
P47058	Q9URQ3	4932.YJL035C;
P40468	P53894	4932.YIL129C;
P04801		4932.YIL078W;
P32776	Q13351; P04637	4932.YDR311W;
P54857		4932.YDR058C;
P15565		4932.YDR120C;
Q05024		4932.YMR233W;
P32643		4932.YER175C;
P35172		4932.YBR001C;
P12685		4932.YJL129C;
Q12000		4932.YOR091W;
P00937	P00899	4932.YKL211C;
P19812	P21965; P26188; P06104; P32565; P33299; Q01939; P23291	4932.YGR184C;
Q12241	Q12255; P32912; P20795; Q04338	4932.YOR106W;
P0C5L1		4932.YBL068W-A;
P0C5K9		
P38317		4932.YBR219C;
P38327		
Q3E756		4932.YBL029C-A;
P38186		4932.YBL070C;
P53120		4932.YGL140C;
P53069		
P0CL36		
Q6B0X2		4932.YMR158W-B;
Q03649		4932.YMR210W;
P47137	P33203; P39940	4932.YJR096W;
Q04814		
P47107		4932.YJR039W;
P47024		
Q04909		
P0CF21		
Q8TGJ8		
P40355		4932.YJR061W;
P53960		4932.YNL040W;
P0C2I7		
P53307		4932.YGR219W;
P40556		4932.YIL006W;
P50083		
Q08240		
Q12173		4932.YGR109W-A;
Q8TGT1		
A0A023PXC2		4932.YEL053W-A;
Q08560		4932.YOR186W;
P0C289		4932.YDR034C-A;
Q12148		4932.YDL163W;
Q12392		
Q04597		4932.YDR114C;
Q12159	P39081; Q07478	4932.YDR381W;
Q06640	P52286	4932.YDR306C;
Q12070		4932.YOR024W;
Q8TGR3		
Q06594		4932.YPR195C;
P53107		4932.YGL164C;
P0CX97		
Q08900		
P38815	P53845; P53039; P53093	4932.YHR105W;
Q12512		4932.YOL154W;
Q04182	P32901; P32804	4932.YDR406W;
Q06149		4932.YLR266C;
P16862	P16861; P39940	4932.YMR205C;
P20052	P17157	4932.YOL001W;
P28005		4932.YAL033W;
P23638	P30656; P23639	4932.YGR135W;
P23394		4932.YDR243C;
Q03306	Q04439; P37304	4932.YDR466W;
Q08904		4932.YOR380W;
Q08273	P07834; Q12018; Q06211; P47050; P38352; P14680; P53169; P40560	4932.YOL133W;
P40893		4932.YJL217W;
Q00578		4932.YIL143C;
Q12021	P39009	4932.YDR030C;
P07276	P19882; Q00416	4932.YGR258C;
P48743	P14922; P16649	4932.YLR176C;
P22336	P38859; Q04636; P26754; P26755; P35187; Q04437	4932.YAR007C;
P33312		4932.YBR153W;
P38615	P21190; P25293	4932.YMR139W;
P80235		4932.YAR035W;
P07267		4932.YPL154C;
P32582		4932.YGR155W;
P38779	P07834; Itself; P53927; P37838; P53261; P40303; P40693	4932.YHR052W;
P27895		4932.YEL061C;
P27680		4932.YOL096C;
Q08054		4932.YOL007C;
P52924		4932.YNR075W;
P36022	P40960; P32908	4932.YKR054C;
P53847	Q12745; P33891	4932.YNL258C;
Q04991		4932.YMR221C;
P41813	P32562	4932.YNL068C;
P40068		4932.YER109C;
P11710	P40450; Q12753; P40091; P40073; P32917	4932.YCL027W;
P31380	Itself	4932.YAL019W;
P39726		4932.YAL044C;
P48015		4932.YDR019C;
Q05584		4932.YDR272W;
P46961		4932.YPL076W;
Q08969		4932.YPL223C;
P35843		4932.YOR237W;
P32589	P02829; P25294; P10591; P11484; P08107	4932.YPL106C;
P53119		4932.YGL141W;
Q12398		4932.YOR032C;
P21374	Q12309; P32523; Q04048	4932.YJR050W;
P53863	P38344	4932.YNL227C;
P38954		4932.YDR072C;
Q04746		4932.YMR065W;
Q03081		4932.YPL038W;
P32829	P12753; P46946; P33301	4932.YMR224C;
P30771		4932.YMR080C;
Q06162	Q12493	4932.YLR315W;
P39923	P38742	4932.YEL062W;
P39997		4932.YEL016C;
P36003	P33327; P29295; P35169; P23202	4932.YKL171W;
P53927	P38779; Q03532; P40078; P53131	4932.YNL110C;
Q12080	Q03862; P38911; P43586; P25582	4932.YPL146C;
Q08108		4932.YOL011W;
Q12143	P40568	4932.YPL233W;
P07283		4932.YFL045C;
P47190	P33775	4932.YOR321W;
P49960	P47093	4932.YMR268C;
Q9ZZW4		4932.Q0142;
P00127		4932.YFR033C;
Q10740		4932.YNL045W;
P38174		4932.YBL091C;
P22134		4932.YER142C;
P53338		4932.YGR288W;
P50087		4932.YGR235C;
P28321		4932.YKL094W;
P40364		4932.YJL066C;
P53123		4932.YGL136C;
P40897		4932.YJL212C;
Q12355		4932.YDR055W;
P08456		4932.YER026C;
P37299		4932.YHR001W-A;
Q35811		4932.Q0092;
P06778	P25694; P25454; Q12306; P53044	4932.YML032C;
P22216	P32447; P34730; P32562; P40969; P39009; P34217; P40164; P14737; P35187; P53135	4932.YPL153C;
P38881	P39968	4932.YHR195W;
P53949	P50946; P53965	4932.YNL056W;
P39720		4932.YAL051W;
P51533	P40030; P32804	4932.YOR328W;
P14242	P38920	4932.YNL082W;
P25375		4932.YCL057W;
P33299	P48510; P38348; P22141; P32628; P38764; P43588; P53196; P40327; P33298; P53549; P33297; Q01939; P19812	4932.YKL145W;
P27616	P02829	4932.YAR015W;
Q07949		4932.YLR019W;
P40454	P40164; P20604	4932.YIL153W;
Q12223		4932.YDL059C;
P28272		4932.YKL216W;
P06777	P06838; P28519; P39735; Q12098	4932.YPL022W;
P25378	P53286	4932.YCR027C;
P06839		4932.YER171W;
P49723	P21524; P09938; Q12363	4932.YGR180C;
Q12300		4932.YDL138W;
P27466		4932.YFR014C;
P53141	Q12280; Itself; P08964; P19524	4932.YGL106W;
Q03834	P25847; P15873	4932.YDR097C;
P25336	P25847	4932.YCR092C;
P53166		4932.YGL064C;
P06776		4932.YOR360C;
Q05166	P32500; P47054	4932.YDL088C;
Q3E770		
P26263		4932.YGR087C;
P50947		4932.YNL097C;
Q12164	P32793	4932.YLL023C;
P28519	P06777	4932.YMR201C;
P03872	P03871; Itself	
P35844		4932.YPL145C;
P50945		4932.YNL100W;
P34165		4932.YDR461W;
P36118	Q06411	4932.YKR022C;
P25646		4932.YCR079W;
P53343		4932.YGR294W;
P21372		4932.YBR237W;
P53335	P15790; P53131	4932.YGR280C;
Q12192		4932.YOR279C;
Q06667		4932.YDR315C;
Q99312		4932.YOR155C;
P43610		4932.YFR038W;
P53086		4932.YGL216W;
P30606		4932.YOL103W;
P00572	P47035	4932.YJR057W;
P38169		4932.YBL098W;
P36132	P53323; P46984	4932.YKR038C;
Q01919		4932.YOR233W;
Q05979	P39940	4932.YLR231C;
P05694		4932.YER091C;
Q3E798		4932.YLR099W-A;
P01149		4932.YPL187W;
Q01926	Q02783	4932.YOR334W;
P27476		4932.YGR159C;
A0A023PZI1		4932.YPR044C;
P28795	Q03694	4932.YDR329C;
Q03760		4932.YML107C;
P22141	P21242; P30656; P40303; P32628; P33299	4932.YER012W;
P20053	P47093; Q03338	4932.YPR178W;
P07259		4932.YJL130C;
P38257	Q04149; P0CS90	4932.YBR098W;
Q03667		4932.YMR002W;
P23748		4932.YMR036C;
P50108	P32629; P47124; P46985	4932.YDR245W;
O75012		4932.YDL045W-A;
P10849	P42900	4932.YDL044C;
P39731	P47149	4932.YAL034W-A;
P38734		4932.YHL036W;
Q07500		4932.YDL085W;
P38181	P49687; Q03790; P11978; P32597	4932.YBL079W;
P39718	P29340	4932.YAL055W;
P39535		4932.YJL198W;
P46151	P53128	4932.YPL023C;
P47047	Q12476; P38074; P53632; P48561	4932.YJL050W;
Q99271		4932.YLR138W;
P49954		4932.YLR351C;
Q06512	Q99207; P42945; Q02354	4932.YPR144C;
Q08213		4932.YOL042W;
Q12408		4932.YDL046W;
Q6Q547		4932.YHR072W-A;
P37838	P38779; Q12389; P32892; P36049; Q03532; P43586; Q12176; P38112; P39744; Q02892; Q08208; P53883; Itself; P40010; P53131; Q12754; P36080	4932.YPL043W;
P07991		4932.YLR438W;
P31755		4932.YGL038C;
Q03558	P41816	4932.YHR179W;
Q99220	Q08109; Q05787; P16474; P00729; Q04228	4932.YDR057W;
Q08692		4932.YOR255W;
Q06144	Q05031; P25045; P53224; Itself	4932.YLR350W;
Q04364		4932.YMR018W;
P87284		4932.YDR276C;
P38693		4932.YHR215W;
P38291	P41812; P38336; P53218	4932.YBR167C;
